localityId,localityName,dataId,x,y,latitude,longitude,zone,altitude,horiz_precision,vert_precision,planeType,dip,dipAzimuth,strike,declination,rockUnit,timedate,notes,dec_corrected,strike_corr,dipAzimuth_corr,measurer
c501376c4de00b49ca3fcd58569691a3, Locality 1, 868087e7d466e2d1c2f8fa0624bd8969,334376.1468,5173262.881,46.692414,-89.166158, 16T,230.190308,5,3, Bedding,6,267,177,-2.334, Jacobsville, Fri Aug 10 17:37:32 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, e5c7ac30b00b107c20b1a8faa8afe604,689689.1818,5148268.93,46.461304,-90.52961, 15T,286.011719,5,6, Bedding,82,308,218,-2.334, Nonesuch Formation, Tue Aug  7 17:17:38 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 817a850df9caa20b751ca25bd4cd3c81,689690.7603,5148268.719,46.461302,-90.52959, 15T,284.837708,5,6, Bedding,80,312,222,-2.334, Nonesuch Formation, Tue Aug  7 17:17:09 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 43c538f3cffd8df9042dc4dd116fd287,689699.3353,5148275.708,46.461362,-90.529475, 15T,274.238281,5,6, Bedding,83,315,225,-2.334, Nonesuch Formation, Tue Aug  7 17:12:04 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 50730b28d61398697fee41e65f94ede4,689698.7153,5148270.608,46.461316,-90.529485, 15T,281.898682,5,6, Bedding,81,315,225,-2.334, Nonesuch Formation, Tue Aug  7 17:11:17 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 314387b08e7c110329689bc2ebe089d0,689699.2063,5148272.828,46.461336,-90.529478, 15T,283.093323,5,6, Bedding,80,318,228,-2.334, Nonesuch Formation, Tue Aug  7 17:11:01 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 7d82f265a1b78cdd3f3a9b0691634d06,689697.5331,5148270.301,46.461314,-90.529501, 15T,282.503906,5,4, Bedding,81,313,223,-2.334, Nonesuch Formation, Tue Aug  7 17:10:33 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 26e8482aae7db3f0e626e78835c36b34,689698.0353,5148271.547,46.461325,-90.529494, 15T,283.169189,5,4, Bedding,80,316,226,-2.334, Nonesuch Formation, Tue Aug  7 17:09:47 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 02ac8036394edb94c8d689abb3c1e322,689686.7363,5148269.264,46.461308,-90.529642, 15T,293.450867,5,6, Bedding,83,311,221,-2.334, Nonesuch Formation, Tue Aug  7 17:09:06 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, c0def7aae7a0adc86d4b2b65133a8e3a,689659.0882,5148326.072,46.461826,-90.529979, 15T,273.93457,10,6, Bedding,80,305,215,-2.334, Nonesuch Formation, Tue Aug  7 15:06:58 2018, Uppermost grey sandstone in PRF18 section,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 484688f8722e2d5aa3d3635c444640f1,689655.9872,5148336.448,46.46192,-90.530015, 15T,270.997864,10,8, Bedding,79,309,219,-2.334, Freda Formation, Tue Aug  7 15:05:59 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 7d964f40b86e6735faf1f0e9895053ac,689676.0294,5148263.084,46.461255,-90.529784, 15T,294.213989,10,12, Bedding,80,311,221,-2.334, Nonesuch Formation, Tue Aug  7 11:50:32 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 4221a135dcf69a04b973bb2322a95add,689661.451,5148269.671,46.461319,-90.529971, 15T,294.649841,5,6, Bedding,83,309,219,-2.334, Nonesuch Formation, Tue Aug  7 11:48:57 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 346676b9ea679a2fad050ed551d69060,689660.8261,5148267.61,46.4613,-90.52998, 15T,297.800476,5,4, Bedding,81,308,218,-2.334, Nonesuch Formation, Tue Aug  7 11:48:42 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, f45d96150653c3476eb3b0139e8c55d3,689667.8329,5148258.619,46.461217,-90.529892, 15T,302.675049,10,8, Bedding,79,310,220,-2.334, Nonesuch Formation, Tue Aug  7 11:48:08 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 759d3131688fd2bc105b9748f2083e8e,689671.7207,5148249.66,46.461136,-90.529845, 15T,316.458923,5,8, Bedding,82,313,223,-2.334, Nonesuch Formation, Tue Aug  7 11:47:13 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, fa05f0d0f0dc553ba82ed1815f209f82,689669.4684,5148254.936,46.461184,-90.529872, 15T,313.705811,10,12, Bedding,83,307,217,-2.334, Nonesuch Formation, Tue Aug  7 11:46:02 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 617fe7cc94321f66aaf126b61480d60a,689668.0784,5148256.123,46.461195,-90.52989, 15T,310.067688,5,6, Bedding,83,299,209,-2.334, Nonesuch Formation, Tue Aug  7 11:45:36 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 45f6a05cfd04987cf9609bca3981f6cd,689667.7447,5148256.7,46.4612,-90.529894, 15T,310.921021,5,8, Bedding,82,308,218,-2.334, Nonesuch Formation, Tue Aug  7 11:45:01 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 0b907463acf5f21b74cb3bc44d4bf649,689667.008,5148256.98,46.461203,-90.529904, 15T,312.017822,10,8, Bedding,81,312,222,-2.334, Nonesuch Formation, Tue Aug  7 11:44:47 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, e9ca53c8f033af07a71f9ed1bc69e8af,689673.9541,5148243.75,46.461082,-90.529819, 15T,311.964844,10,8, Bedding,82,307,217,-2.334, Nonesuch Formation, Tue Aug  7 11:44:06 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 57e284a64d112cca748d8251df847c45,689671.4368,5148246.584,46.461108,-90.52985, 15T,312.335022,10,8, Bedding,83,304,214,-2.334, Nonesuch Formation, Tue Aug  7 11:43:49 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 3839c9064bf8337eef9a3b30e20643ee,689668.811,5148253.093,46.461167,-90.529882, 15T,309.756531,5,6, Bedding,81,308,218,-2.334, Nonesuch Formation, Tue Aug  7 11:43:12 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 6137e84affe66d273d715985de8a6a16,689668.811,5148253.093,46.461167,-90.529882, 15T,309.756531,5,6, Bedding,79,310,220,-2.334, Nonesuch Formation, Tue Aug  7 11:43:00 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 82d1b1bace8a5f0d3e45ae56ec0cf1c7,689669.1933,5148258.377,46.461215,-90.529875, 15T,310.325684,10,12, Bedding,82,319,229,-2.334, Nonesuch Formation, Tue Aug  7 11:42:48 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 2b281db2cc6fc5c5c4b48e903b5efdd0,689704.7167,5148249.891,46.461128,-90.529416, 15T,279.903198,10,6, Bedding,80,300,210,-2.653, Nonesuch Formation, Mon Aug  6 16:01:43 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 8f0162bc0edece782998d42581624155,689703.1448,5148253.803,46.461164,-90.529435, 15T,280.587097,5,4, Bedding,84,290,200,-2.653, Nonesuch Formation, Mon Aug  6 16:01:04 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 97497c7e000d80a9b60eae08ac51a357,689705.7563,5148256.817,46.46119,-90.529399, 15T,280.59259,5,4, Bedding,83,294,204,-2.653, Nonesuch Formation, Mon Aug  6 16:00:54 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, f4e875c724468c624d67ad25a00fb48d,689704.4895,5148253.859,46.461164,-90.529417, 15T,283.135132,5,4, Bedding,82,299,209,-2.653, Nonesuch Formation, Mon Aug  6 16:00:39 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 093264e970f7cf0a6af1dda736049a06,689711.3301,5148258.627,46.461205,-90.529326, 15T,284.878967,5,6, Bedding,81,317,227,-2.653, Nonesuch Formation, Mon Aug  6 15:57:41 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 0231c320a117fa3774d7104771474fa4,689710.1101,5148249.644,46.461125,-90.529346, 15T,311.136841,10,12, Bedding,81,292,202,-2.653, Nonesuch Formation, Mon Aug  6 14:14:42 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 5ab1f76fa354bd7892f2324db29a9023,689717.9463,5148227.73,46.460926,-90.529253, 15T,303.972656,10,12, Bedding,76,329,239,-2.653, Nonesuch Formation, Mon Aug  6 13:35:00 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 58061125c00b7d50d98a441e208023ef,689717.9463,5148227.73,46.460926,-90.529253, 15T,303.972656,10,12, Bedding,82,313,223,-2.653, Nonesuch Formation, Mon Aug  6 13:34:31 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, e8d2601fb65d89794c9b2898e6b27cb8,689717.9463,5148227.73,46.460926,-90.529253, 15T,303.972656,10,12, Bedding,85,317,227,-2.653, Nonesuch Formation, Mon Aug  6 13:34:24 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, d4ac667333c06eda3e4ecd0e5a55e4ff,689723.3923,5148247.221,46.461099,-90.529174, 15T,280.065247,5,8, Bedding,80,312,222,-2.653, Nonesuch Formation, Mon Aug  6 12:36:15 2018, Sandstone within conglomerate ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 668d70dd03710317eaa8e7d909ab48b9,689719.5553,5148227.406,46.460922,-90.529232, 15T,297.260986,10,12, Bedding,81,324,234,-2.653, Nonesuch Formation, Mon Aug  6 12:30:00 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 2b182c94a0a49b92f46b1a2b36f26f32,681180.6326,5138638.349,46.377044,-90.644057, 15T,295.58313,5,8, Overturned Bedding,87,103,13,-2.653, Freda Formation, Sun Aug  5 13:46:49 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 8c7775f7dbe6d26a0b7c5cb82bd2aa68,689476.6327,5148397.721,46.462522,-90.532323, 15T,269.472778,5,12, Bedding,81,304,214,-2.653, Freda Formation, Sun Aug  5 11:51:41 2018, Medium cross-stratified sandstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 47f0d43ff7e59b22edfd4f3c7464589f,302845.6634,5187624.969,46.812984,-89.584314, 16T,203.13739,10,24, Bedding,17,133,43,-2.653, Nonesuch Formation, Fri Aug  3 11:23:14 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, e09431efa1859cc48f0c5a6643b01166,302813.2614,5187677.684,46.813448,-89.584761, 16T,209.993835,5,3, Bedding,16,128,38,-2.653, Nonesuch Formation, Fri Aug  3 11:13:02 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, f244a77428af0adc9ef22cdb491e575f,302795.1211,5187699.474,46.813638,-89.585008, 16T,210.638,5,4, Bedding,15,132,42,-2.653, Copper Harbor Conglomerate , Fri Aug  3 11:03:50 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, d9077665151ca8117005a91fae9e80d9,302781.3235,5187746.617,46.814058,-89.585209, 16T,204.947571,5,12, Bedding,16,130,40,-2.653, Copper Harbor Conglomerate , Fri Aug  3 11:01:13 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 82478b7087097c49b3251a4c549a8c49,302803.6565,5187786.869,46.814427,-89.584934, 16T,206.435303,5,3, Bedding,18,134,44,-2.653, Copper Harbor Conglomerate , Fri Aug  3 10:59:01 2018, Red brown fine sandstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 1b0ecf01ca22663048385a55d5c9b137,302797.4292,5187826.755,46.814783,-89.585033, 16T,216.52002,5,16, Bedding,19,135,45,-2.653, Copper Harbor Conglomerate , Fri Aug  3 10:55:58 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 35957caaf60db782635afd99381c2749,302773.3575,5187945.605,46.815845,-89.585399, 16T,211.44342,5,6, Bedding,13,151,61,-2.653, Copper Harbor Conglomerate , Fri Aug  3 10:51:04 2018, Red brown fine sandstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 2b10b01ce9642aaad596cec9540b6e21,275125.6375,5173057.431,46.673285,-89.940078, 16T,255.919922,5,6, Bedding,10,303,213,-2.653, Freda Formation, Thu Aug  2 18:37:59 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 4ae3da0626089b03afbadf4cc07d3288,275121.4443,5172979.047,46.672579,-89.940095, 16T,275.045837,5,24, Bedding,9,324,234,-2.653, Freda Formation, Thu Aug  2 18:04:42 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 7adbf0d8d980ec7f0f5ab6271d2ee534,275131.472,5172884.883,46.671736,-89.939918, 16T,253.743774,10,12, Bedding,14,340,250,-2.653, Freda Formation, Thu Aug  2 16:38:07 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 87f22443f99e49de00308943e89adca2,275135.8443,5172892.801,46.671809,-89.939865, 16T,249.00354,5,6, Bedding,11,357,267,-2.653, Freda Formation, Thu Aug  2 16:37:39 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 052c01d980858069506fadc2b1ededc1,275137.8125,5172896.854,46.671846,-89.939841, 16T,252.550171,5,6, Bedding,9,330,240,-2.653, Freda Formation, Thu Aug  2 16:37:25 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 595c978d401d5f414fb51c4eac68e95f,275138.1999,5172912.895,46.67199,-89.939844, 16T,252.862061,5,12, Bedding,10,328,238,-2.653, Freda Formation, Thu Aug  2 16:36:46 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, fd270127a35dd3ac0f8f1fd190cb69f0,275140.2081,5172912.862,46.671991,-89.939818, 16T,253.279541,5,8, Bedding,8,325,235,-2.653, Freda Formation, Thu Aug  2 16:36:09 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, fe0cc8a5cd09f2502529a28f28e237da,275090.2937,5172740.852,46.670428,-89.940385, 16T,262.912292,10,16, Bedding,16,347,257,-2.653, Nonesuch Formation, Thu Aug  2 14:45:10 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, b06bce836a3a32714a53c67269746071,275087.1292,5172718.014,46.670222,-89.940415, 16T,271.904907,10,24, Bedding,19,8,278,-2.653, Nonesuch Formation, Thu Aug  2 14:41:31 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 4f2e44cfbaa63e313ef8a766456f191a,275080.8367,5172705.789,46.67011,-89.940492, 16T,268.127441,5,6, Bedding,18,354,264,-2.653, Nonesuch Formation, Thu Aug  2 14:22:40 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 6464798cb29d092cfece713b754f1ecb,275078.8012,5172700.969,46.670066,-89.940516, 16T,267.638916,5,6, Bedding,22,356,266,-2.653, Nonesuch Formation, Thu Aug  2 14:22:23 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 7aa4a0ce9b24bdca211d96d2bf070811,275094.3526,5172643.12,46.669551,-89.940285, 16T,256.58667,5,8, Bedding,18,7,277,-2.653, Nonesuch Formation, Thu Aug  2 13:42:26 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, ee90c99518c9f5e03e9fead0bf3a14a5,275094.3694,5172641.851,46.66954,-89.940284, 16T,259.997253,5,12, Bedding,18,4,274,-2.653, Nonesuch Formation, Thu Aug  2 13:42:17 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 9e03c3f41ec1703c1da55e4b80879117,275097.8012,5172569.943,46.668895,-89.940204, 16T,262.378174,10,16, Bedding,18,358,268,-2.653, Nonesuch Formation, Thu Aug  2 12:44:41 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, f7261e8efb87a4055f45f572ff890343,275128.5219,5172485.74,46.668148,-89.939762, 16T,278.998413,10,8, Bedding,18,359,269,-2.653, Nonesuch Formation, Thu Aug  2 11:10:16 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, c02a0403d76ac04a707272ba8d0a6276,275124.4964,5172479.381,46.66809,-89.939811, 16T,273.666077,10,8, Bedding,20,1,271,-2.653, Nonesuch Formation, Thu Aug  2 11:09:44 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, e42c9ccea0aed21e6d5f5368a8dbbd17,275114.1281,5172480.594,46.668097,-89.939947, 16T,281.077942,30,24, Bedding,21,340,250,-2.653, Nonesuch Formation, Thu Aug  2 11:09:15 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 487f6bfb0af297880f206dc7d794aec9,303759.1914,5188538.306,46.821464,-89.572744, 16T,197.196777,5,8, Bedding,19,121,31,-2.653, Nonesuch Formation, Wed Aug  1 16:46:59 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 6393e306e8a866ce505f5eb4bc3656e3,303742.4767,5188464.158,46.820793,-89.572931, 16T,204.658447,10,3, Bedding,19,118,28,-2.653, Nonesuch Formation, Wed Aug  1 16:32:47 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, ae8067bcbbc14aa4b6eb108577ae9e1c,303806.417,5188398.993,46.820226,-89.572066, 16T,208.751099,5,6, Bedding,18,116,26,-2.653, Nonesuch Formation, Wed Aug  1 16:24:19 2018, Massive light greenish grey very fine sandstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, c33f78d878968aaaa112965e6b55886a,303867.5267,5188289.761,46.819262,-89.571218, 16T,186.473511,10,24, Bedding,18,140,50,-2.653, Nonesuch Formation, Wed Aug  1 16:13:34 2018, Blue-green grey very fine sandstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, f5054e2f44b6a655304b6136fd510944,303856.1403,5188134.173,46.817859,-89.571301, 16T,207.675171,5,4, Bedding,17,134,44,-2.653, Nonesuch Formation, Wed Aug  1 16:01:04 2018, Dark grey shale/siltstone ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, d9f7b85c811f60c6584d4ad2a6fd6b4e,303973.0153,5187732.896,46.814286,-89.569598, 16T,222.522705,5,6, Bedding,18,131,41,-2.653, Nonesuch Formation, Wed Aug  1 15:09:36 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, ff660b59262bd6af8b4036d8327631d6,303985.8113,5187709.831,46.814083,-89.569421, 16T,218.617188,5,4, Bedding,22,144,54,-2.653, Nonesuch Formation, Wed Aug  1 15:04:34 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 9a339f67aabab1949966d774e54b7861,304012.7846,5187648.391,46.813538,-89.569041, 16T,214.692505,5,6, Bedding,14,128,38,-2.653, Freda Formation, Wed Aug  1 15:02:10 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 61e83e59c809d43f4405ed81674ec812,304020.4562,5187635.381,46.813424,-89.568935, 16T,216.697083,5,6, Bedding,14,120,30,-2.653, Freda Formation, Wed Aug  1 15:01:07 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 7c016768c9e8b3c6a599a67620a13db6,304023.8895,5187612.365,46.813218,-89.56888, 16T,217.911743,5,6, Bedding,8,109,19,-2.653, Freda Formation, Wed Aug  1 15:00:33 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 97b08d99ab7546014209ffd7b5d1b5c5,304025.0939,5187605.156,46.813153,-89.568862, 16T,211.199463,5,6, Bedding,13,101,11,-2.653, Freda Formation, Wed Aug  1 14:59:17 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 245ca58c4f537e87ed7a09fe9405407d,304033.3405,5187524.401,46.81243,-89.568719, 16T,204.306458,5,16, Bedding,17,86,356,-2.653, Nonesuch Formation, Wed Aug  1 14:54:27 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 80399413b5b71516c2297e67574c6b86,304064.1399,5187491.828,46.812146,-89.568302, 16T,216.798523,5,6, Bedding,13,72,342,-2.653, Nonesuch Formation, Wed Aug  1 14:52:27 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 17d60d47553c3cfbca631d31073d00a8,304058.1067,5187512.864,46.812333,-89.56839, 16T,215.055298,5,6, Bedding,13,81,351,-2.653, Nonesuch Formation, Wed Aug  1 14:51:21 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, fbbb537498451dc3ae5f9ef8ce45cfd0,304058.2292,5187544.793,46.81262,-89.568402, 16T,225.727051,5,6, Bedding,18,87,357,-2.653, Nonesuch Formation, Wed Aug  1 14:48:14 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 1866162274bd543f9a5bcd6b30f05049,304056.8253,5187553.146,46.812695,-89.568424, 16T,227.82135,5,6, Bedding,18,79,349,-2.653, Nonesuch Formation, Wed Aug  1 14:47:54 2018, ,yes,,,NSH
c501376c4de00b49ca3fcd58569691a3, Locality 1, 70fb5b94b6cd90c7c78974236a8e045b,304050.3733,5187564.895,46.812799,-89.568513, 16T,228.058838,5,6, Bedding,21,102,12,-2.653, Nonesuch Formation, Wed Aug  1 14:47:20 2018, ,yes,,,NSH
